,data_indexes,lables,Latitude,Longitude,Parent Incident Type
70512,72100,1,42.94,-78.868,Assault
70516,72104,1,42.921,-78.889,Theft
70520,72108,1,42.937,-78.891,Assault
70521,72109,1,42.958,-78.897,Breaking & Entering
70522,72110,1,42.94,-78.862,Theft
70532,72120,1,42.948,-78.903,Theft
70540,72128,1,42.946,-78.886,Breaking & Entering
70541,72129,1,42.925,-78.886,Assault
70543,72131,1,42.954,-78.898,Theft
70552,72140,1,42.957,-78.866,Assault
70558,72146,1,42.953,-78.871,Theft
70560,72148,1,42.922,-78.892,Theft
70561,72149,1,42.94,-78.903,Theft
70565,72153,1,42.963,-78.903,Assault
70567,72155,1,42.922,-78.881,Theft
70574,72162,1,42.954,-78.878,Theft
70576,72164,1,42.919,-78.89,Theft
70581,72169,1,42.942,-78.871,Theft
70583,72171,1,42.941,-78.899,Theft
70584,72172,1,42.941,-78.856,Theft
70586,72174,1,42.928,-78.874,Theft
70588,72176,1,42.954,-78.878,Theft
70589,72177,1,42.918,-78.896,Breaking & Entering
70600,72188,1,42.955,-78.877,Theft
70610,72198,1,42.942,-78.871,Theft
70613,72201,1,42.944,-78.863,Theft
70618,72206,1,42.959,-78.897,Assault
70622,72210,1,42.949,-78.873,Breaking & Entering
70623,72211,1,42.944,-78.903,Theft
70634,72223,1,42.95,-78.907,Theft
70639,72228,1,42.941,-78.888,Theft
70640,72229,1,42.96,-78.903,Assault
70644,72233,1,42.945,-78.87,Theft
70656,72245,1,42.932,-78.889,Theft
70658,72247,1,42.922,-78.885,Robbery
70659,72248,1,42.933,-78.875,Theft
70660,72249,1,42.941,-78.884,Theft of Vehicle
70679,72268,1,42.929,-78.89,Breaking & Entering
70681,72270,1,42.942,-78.892,Assault
70693,72282,1,42.922,-78.89,Theft
70695,72284,1,42.955,-78.898,Assault
70696,72285,1,42.962,-78.895,Other Sexual Offense
70702,72291,1,42.948,-78.871,Theft
70709,72298,1,42.948,-78.884,Theft
70714,72303,1,42.952,-78.877,Theft
70716,72305,1,42.947,-78.904,Assault
70717,72306,1,42.951,-78.903,Assault
70727,72316,1,42.937,-78.889,Assault
70732,72321,1,42.941,-78.878,Theft
70733,72322,1,42.922,-78.879,Theft
70740,72329,1,42.938,-78.899,Theft
70742,72331,1,42.924,-78.897,Theft
70745,72334,1,42.947,-78.888,Assault
70755,72344,1,42.948,-78.884,Theft
70768,72357,1,42.954,-78.878,Theft
70770,72359,1,42.938,-78.874,Theft
70771,72360,1,42.937,-78.901,Theft
70777,72366,1,42.955,-78.899,Assault
70779,72368,1,42.92,-78.888,Theft
70780,72369,1,42.926,-78.883,Breaking & Entering
70792,72381,1,42.956,-78.86,Theft
70799,72389,1,42.951,-78.904,Theft
70802,72393,1,42.941,-78.908,Theft of Vehicle
70808,72399,1,42.949,-78.903,Breaking & Entering
70809,72400,1,42.962,-78.898,Theft
70815,72406,1,42.941,-78.887,Theft of Vehicle
70821,72412,1,42.956,-78.905,Breaking & Entering
70845,72437,1,42.96,-78.898,Theft
70846,72438,1,42.947,-78.888,Assault
70855,72448,1,42.924,-78.873,Breaking & Entering
70857,72451,1,42.928,-78.89,Theft
70860,72454,1,42.938,-78.904,Robbery
70861,72455,1,42.945,-78.86,Homicide
70863,72457,1,42.952,-78.876,Theft
70876,72470,1,42.954,-78.878,Assault
70885,72479,1,42.95,-78.886,Breaking & Entering
70886,72480,1,42.948,-78.854,Theft
70898,72492,1,42.942,-78.885,Assault
70901,72495,1,42.94,-78.907,Theft
70902,72496,1,42.941,-78.868,Assault
70906,72500,1,42.958,-78.882,Theft
70907,72501,1,42.955,-78.905,Theft
70909,72503,1,42.954,-78.87,Assault
70910,72504,1,42.948,-78.853,Theft
70913,72507,1,42.922,-78.891,Assault
70921,72515,1,42.951,-78.869,Breaking & Entering
70924,72518,1,42.95,-78.889,Theft of Vehicle
70931,72525,1,42.928,-78.877,Assault
70937,72531,1,42.951,-78.878,Theft
70938,72532,1,42.943,-78.87,Theft
70947,72541,1,42.958,-78.855,Breaking & Entering
70949,72543,1,42.954,-78.878,Theft
70967,72561,1,42.925,-78.895,Assault
70980,72574,1,42.955,-78.897,Breaking & Entering
70990,72584,1,42.929,-78.89,Breaking & Entering
70996,72590,1,42.956,-78.874,Theft
71001,72595,1,42.958,-78.874,Theft of Vehicle
71004,72598,1,42.957,-78.9,Theft
71020,72614,1,42.92,-78.886,Assault
71021,72615,1,42.956,-78.906,Assault
71024,72618,1,42.954,-78.867,Breaking & Entering
71026,72620,1,42.941,-78.904,Theft
71043,72637,1,42.954,-78.879,Theft
71046,72640,1,42.957,-78.901,Assault
71062,72656,1,42.947,-78.907,Theft
71063,72657,1,42.921,-78.887,Breaking & Entering
71068,72662,1,42.925,-78.896,Assault
71072,72666,1,42.941,-78.874,Theft
71084,72678,1,42.94,-78.892,Assault
71098,72692,1,42.922,-78.894,Theft of Vehicle
71105,72699,1,42.92,-78.89,Assault
71110,72704,1,42.95,-78.889,Theft
71117,72711,1,42.946,-78.892,Theft
71120,72714,1,42.952,-78.853,Breaking & Entering
71122,72716,1,42.941,-78.889,Theft
71131,72725,1,42.949,-78.902,Other Sexual Offense
71138,72732,1,42.948,-78.871,Theft
71139,72733,1,42.96,-78.902,Theft
71146,72740,1,42.942,-78.886,Theft of Vehicle
71150,72744,1,42.941,-78.875,Assault
71151,72745,1,42.942,-78.868,Theft
71155,72749,1,42.947,-78.859,Robbery
71156,72750,1,42.917,-78.894,Assault
71158,72752,1,42.939,-78.9,Breaking & Entering
71159,72753,1,42.924,-78.878,Theft
71172,72766,1,42.949,-78.866,Theft
71173,72767,1,42.927,-78.877,Assault
71175,72770,1,42.938,-78.89,Theft
71177,72772,1,42.959,-78.905,Theft of Vehicle
71179,72774,1,42.947,-78.878,Theft
71182,72777,1,42.954,-78.866,Theft
71190,72785,1,42.959,-78.906,Breaking & Entering
71198,72793,1,42.95,-78.901,Breaking & Entering
71204,72799,1,42.939,-78.893,Assault
71213,72808,1,42.928,-78.88,Theft
71232,72827,1,42.951,-78.908,Breaking & Entering
71234,72829,1,42.956,-78.902,Assault
71236,72831,1,42.948,-78.871,Theft
71256,72851,1,42.94,-78.887,Breaking & Entering
71261,72856,1,42.953,-78.868,Theft
71265,72860,1,42.944,-78.903,Assault
71267,72862,1,42.94,-78.907,Theft
71272,72867,1,42.924,-78.89,Theft
71275,72871,1,42.92,-78.884,Theft
71281,72877,1,42.954,-78.904,Assault
71282,72879,1,42.959,-78.902,Theft
71286,72883,1,42.922,-78.884,Theft
71288,72885,1,42.959,-78.895,Theft
71289,72886,1,42.953,-78.863,Theft
71297,72894,1,42.959,-78.907,Theft
71305,72902,1,42.957,-78.876,Theft
71310,72907,1,42.944,-78.902,Theft
71322,72919,1,42.957,-78.903,Theft
71333,72931,1,42.947,-78.866,Theft of Vehicle
71341,72939,1,42.944,-78.908,Assault
71360,72958,1,42.944,-78.859,Theft
71366,72964,1,42.952,-78.877,Theft
71367,72965,1,42.928,-78.869,Breaking & Entering
71371,72969,1,42.948,-78.878,Theft
71374,72972,1,42.953,-78.873,Breaking & Entering
71379,72977,1,42.945,-78.87,Theft
71380,72978,1,42.938,-78.901,Assault
71381,72979,1,42.919,-78.89,Theft
71392,72990,1,42.945,-78.87,Theft
71402,73000,1,42.927,-78.89,Theft
71406,73004,1,42.92,-78.892,Theft
71409,73007,1,42.948,-78.851,Theft
71411,73009,1,42.948,-78.871,Theft
71416,73014,1,42.949,-78.884,Theft of Vehicle
71420,73018,1,42.95,-78.898,Assault
71426,73024,1,42.954,-78.878,Theft
71435,73034,1,42.922,-78.886,Theft
71443,73042,1,42.948,-78.878,Theft
71455,73054,1,42.921,-78.886,Breaking & Entering
71458,73057,1,42.926,-78.878,Robbery
71463,73062,1,42.924,-78.898,Assault
71464,73063,1,42.944,-78.904,Theft
71481,73081,1,42.956,-78.898,Theft
71487,73087,1,42.93,-78.874,Theft
71488,73088,1,42.924,-78.877,Robbery
71494,73094,1,42.928,-78.87,Theft
71497,73097,1,42.954,-78.888,Assault
71506,73106,1,42.948,-78.878,Theft
71522,73122,1,42.954,-78.87,Theft of Vehicle
71529,73129,1,42.937,-78.893,Theft
71530,73130,1,42.921,-78.892,Theft
71531,73131,1,42.956,-78.904,Assault
71539,73139,1,42.941,-78.882,Theft
71548,73148,1,42.92,-78.884,Breaking & Entering
71553,73153,1,42.944,-78.867,Theft
71554,73154,1,42.919,-78.898,Theft
71555,73156,1,42.917,-78.896,Theft of Vehicle
71556,73157,1,42.938,-78.864,Theft
71563,73164,1,42.954,-78.878,Theft
71565,73166,1,42.955,-78.897,Theft
71568,73169,1,42.951,-78.899,Theft of Vehicle
71570,73171,1,42.938,-78.904,Theft
71574,73175,1,42.958,-78.86,Theft
71579,73180,1,42.946,-78.869,Theft
71580,73181,1,42.952,-78.899,Theft
71584,73185,1,42.954,-78.879,Theft
71586,73187,1,42.926,-78.868,Theft
71589,73190,1,42.956,-78.859,Theft
71590,73191,1,42.94,-78.907,Theft
71593,73194,1,42.962,-78.9,Theft
71595,73196,1,42.947,-78.891,Theft
71600,73201,1,42.928,-78.884,Assault
71610,73211,1,42.942,-78.892,Assault
71627,73228,1,42.947,-78.891,Theft
71632,73234,1,42.957,-78.902,Breaking & Entering
71635,73237,1,42.944,-78.868,Theft
71641,73243,1,42.941,-78.868,Theft
71648,73250,1,42.939,-78.905,Theft
71651,73253,1,42.945,-78.863,Breaking & Entering
71654,73256,1,42.931,-78.899,Theft
71656,73258,1,42.948,-78.871,Theft
71665,73268,1,42.922,-78.89,Theft of Vehicle
71669,73273,1,42.924,-78.891,Breaking & Entering
71677,73283,1,42.944,-78.868,Theft
71678,73284,1,42.952,-78.906,Assault
71683,73289,1,42.946,-78.906,Theft
71688,73294,1,42.922,-78.878,Assault
71690,73296,1,42.944,-78.868,Theft
71698,73304,1,42.941,-78.884,Assault
71699,73305,1,42.921,-78.883,Theft
71701,73307,1,42.946,-78.908,Breaking & Entering
71703,73309,1,42.927,-78.869,Theft
71714,73320,1,42.937,-78.892,Breaking & Entering
71715,73321,1,42.947,-78.859,Breaking & Entering
71716,73322,1,42.937,-78.907,Theft
71726,73332,1,42.917,-78.897,Robbery
71727,73333,1,42.918,-78.891,Theft
71730,73336,1,42.926,-78.886,Theft
71731,73337,1,42.943,-78.884,Breaking & Entering
71733,73339,1,42.926,-78.89,Robbery
71738,73344,1,42.958,-78.864,Theft of Vehicle
71739,73345,1,42.957,-78.904,Breaking & Entering
71740,73346,1,42.94,-78.867,Theft
71742,73348,1,42.939,-78.894,Breaking & Entering
71743,73349,1,42.916,-78.898,Breaking & Entering
71746,73352,1,42.925,-78.879,Theft
71752,73358,1,42.963,-78.895,Theft
71768,73376,1,42.955,-78.898,Breaking & Entering
71770,73378,1,42.953,-78.879,Theft
71778,73387,1,42.947,-78.886,Theft
71779,73388,1,42.939,-78.877,Theft
71786,73395,1,42.949,-78.877,Theft of Vehicle
71792,73401,1,42.95,-78.904,Theft
71793,73402,1,42.944,-78.868,Theft
71796,73405,1,42.948,-78.868,Theft
71797,73406,1,42.923,-78.887,Assault
71809,73418,1,42.922,-78.889,Assault
71810,73419,1,42.929,-78.89,Breaking & Entering
71814,73423,1,42.948,-78.876,Theft
71820,73429,1,42.925,-78.888,Theft
71828,73437,1,42.936,-78.901,Theft
71832,73441,1,42.959,-78.904,Theft
71835,73444,1,42.926,-78.882,Breaking & Entering
71836,73445,1,42.941,-78.89,Theft
71850,73460,1,42.956,-78.896,Theft
71851,73461,1,42.955,-78.874,Theft
71854,73464,1,42.957,-78.854,Theft
71862,73472,1,42.949,-78.877,Theft
71871,73481,1,42.941,-78.871,Assault
71875,73485,1,42.944,-78.902,Breaking & Entering
71888,73498,1,42.948,-78.9,Theft
71894,73504,1,42.954,-78.878,Theft
71907,73517,1,42.954,-78.865,Assault
71908,73518,1,42.94,-78.89,Breaking & Entering
71923,73533,1,42.954,-78.897,Assault
71924,73534,1,42.952,-78.907,Theft
71928,73539,1,42.942,-78.891,Theft
71930,73541,1,42.92,-78.89,Theft
71938,73549,1,42.946,-78.871,Theft
71951,73562,1,42.954,-78.878,Theft
71957,73568,1,42.919,-78.898,Breaking & Entering
71958,73569,1,42.951,-78.903,Assault
71960,73571,1,42.919,-78.89,Theft
71961,73572,1,42.935,-78.9,Theft
71963,73574,1,42.952,-78.908,Assault
71964,73575,1,42.924,-78.89,Theft of Vehicle
71968,73579,1,42.94,-78.867,Theft
71969,73580,1,42.931,-78.89,Theft of Vehicle
71973,73584,1,42.925,-78.878,Theft
71977,73589,1,42.941,-78.904,Breaking & Entering
71978,73590,1,42.939,-78.895,Breaking & Entering
71988,73600,1,42.949,-78.882,Theft
72000,73612,1,42.936,-78.878,Theft
72002,73614,1,42.948,-78.885,Robbery
72004,73616,1,42.96,-78.901,Theft
72005,73617,1,42.917,-78.899,Sexual Assault
72030,73643,1,42.953,-78.878,Theft
72035,73648,1,42.928,-78.887,Theft of Vehicle
72036,73649,1,42.928,-78.877,Theft
72038,73651,1,42.957,-78.862,Assault
72041,73654,1,42.937,-78.891,Theft
72044,73657,1,42.956,-78.869,Theft
72051,73664,1,42.948,-78.878,Robbery
72054,73668,1,42.956,-78.898,Breaking & Entering
72056,73670,1,42.959,-78.903,Theft
72057,73671,1,42.947,-78.854,Theft
72064,73678,1,42.924,-78.887,Assault
72071,73686,1,42.954,-78.899,Breaking & Entering
72082,73697,1,42.943,-78.868,Theft
72087,73702,1,42.949,-78.901,Breaking & Entering
72097,73712,1,42.947,-78.888,Breaking & Entering
72118,73734,1,42.946,-78.871,Theft of Vehicle
72121,73737,1,42.955,-78.897,Assault
72127,73743,1,42.941,-78.904,Theft
72132,73748,1,42.94,-78.907,Theft
72140,73756,1,42.924,-78.884,Theft
72143,73759,1,42.946,-78.906,Robbery
72144,73760,1,42.944,-78.868,Theft
72164,73780,1,42.952,-78.901,Assault
72172,73788,1,42.941,-78.892,Theft
72181,73797,1,42.919,-78.891,Assault
72190,73806,1,42.928,-78.874,Theft
72195,73811,1,42.938,-78.892,Theft
72207,73823,1,42.951,-78.902,Theft
72210,73826,1,42.954,-78.878,Theft
72212,73828,1,42.949,-78.903,Theft
72214,73830,1,42.946,-78.906,Assault
72216,73832,1,42.926,-78.898,Theft of Vehicle
72225,73841,1,42.926,-78.889,Theft
72226,73842,1,42.928,-78.875,Theft
72233,73849,1,42.952,-78.877,Theft
72236,73852,1,42.942,-78.903,Other Sexual Offense
72241,73857,1,42.925,-78.877,Breaking & Entering
72246,73862,1,42.955,-78.868,Robbery
72257,73873,1,42.949,-78.899,Assault
72259,73875,1,42.959,-78.905,Theft
72260,73876,1,42.96,-78.898,Assault
72266,73882,1,42.956,-78.905,Theft
72267,73883,1,42.942,-78.853,Theft
72275,73891,1,42.945,-78.87,Theft
72278,73894,1,42.95,-78.869,Theft
72280,73897,1,42.922,-78.887,Theft
72285,73902,1,42.925,-78.888,Assault
72291,73908,1,42.954,-78.878,Theft
72298,73915,1,42.922,-78.885,Breaking & Entering
72300,73917,1,42.937,-78.892,Assault
72305,73922,1,42.936,-78.903,Theft
72312,73929,1,42.955,-78.874,Theft
72313,73930,1,42.94,-78.899,Assault
72323,73941,1,42.921,-78.886,Theft
72324,73942,1,42.946,-78.854,Theft
72326,73944,1,42.957,-78.857,Theft
72329,73947,1,42.957,-78.899,Breaking & Entering
72339,73957,1,42.939,-78.892,Breaking & Entering
72343,73961,1,42.959,-78.901,Theft
72345,73963,1,42.942,-78.863,Theft
72353,73971,1,42.935,-78.9,Theft of Vehicle
72361,73980,1,42.945,-78.886,Theft
72364,73983,1,42.94,-78.905,Assault
72368,73988,1,42.959,-78.895,Theft
72369,73989,1,42.939,-78.903,Theft
72375,73996,1,42.926,-78.885,Theft of Vehicle
72376,73997,1,42.945,-78.872,Theft
72379,74000,1,42.954,-78.881,Theft
72384,74005,1,42.94,-78.87,Theft
72385,74006,1,42.942,-78.889,Breaking & Entering
72388,74009,1,42.918,-78.899,Theft
72389,74010,1,42.941,-78.906,Theft
72392,74013,1,42.93,-78.893,Robbery
72395,74016,1,42.95,-78.9,Robbery
72402,74023,1,42.941,-78.904,Breaking & Entering
72412,74033,1,42.923,-78.877,Breaking & Entering
72425,74047,1,42.922,-78.884,Theft
72428,74050,1,42.94,-78.892,Theft of Vehicle
72429,74052,1,42.94,-78.88,Theft of Vehicle
72434,74057,1,42.924,-78.888,Theft
72445,74068,1,42.954,-78.855,Theft
72446,74069,1,42.938,-78.892,Breaking & Entering
72447,74070,1,42.954,-78.859,Theft
72456,74079,1,42.955,-78.874,Theft
72462,74085,1,42.962,-78.905,Theft
72468,74091,1,42.938,-78.903,Assault
72471,74094,1,42.957,-78.908,Breaking & Entering
72474,74097,1,42.926,-78.877,Theft
72478,74101,1,42.945,-78.868,Theft
72480,74103,1,42.953,-78.888,Theft
72482,74105,1,42.948,-78.859,Theft
72483,74106,1,42.924,-78.894,Theft
72484,74107,1,42.958,-78.907,Assault
72485,74108,1,42.938,-78.9,Theft
72487,74110,1,42.928,-78.877,Theft
72491,74114,1,42.959,-78.895,Theft
72494,74117,1,42.954,-78.878,Theft
72499,74122,1,42.927,-78.873,Breaking & Entering
72502,74125,1,42.941,-78.899,Theft
72508,74131,1,42.939,-78.874,Theft
72519,74142,1,42.957,-78.879,Theft
72543,74167,1,42.941,-78.879,Robbery
72544,74168,1,42.951,-78.899,Theft of Vehicle
72545,74170,1,42.948,-78.903,Theft of Vehicle
72558,74183,1,42.955,-78.897,Assault
72562,74187,1,42.95,-78.884,Breaking & Entering
72564,74189,1,42.955,-78.902,Assault
72571,74196,1,42.961,-78.899,Theft
72576,74201,1,42.941,-78.886,Breaking & Entering
72587,74212,1,42.956,-78.898,Breaking & Entering
72593,74218,1,42.946,-78.891,Theft
72594,74219,1,42.932,-78.892,Theft
72595,74220,1,42.937,-78.879,Assault
72599,74224,1,42.938,-78.901,Theft of Vehicle
72602,74227,1,42.921,-78.89,Theft
72610,74235,1,42.924,-78.878,Breaking & Entering
72633,74258,1,42.923,-78.883,Theft
72643,74268,1,42.944,-78.853,Breaking & Entering
72655,74281,1,42.955,-78.877,Theft of Vehicle
72659,74285,1,42.95,-78.877,Theft
72667,74293,1,42.929,-78.891,Assault
72674,74300,1,42.952,-78.905,Theft
72676,74302,1,42.945,-78.865,Breaking & Entering
72679,74305,1,42.94,-78.867,Theft of Vehicle
72685,74311,1,42.954,-78.879,Theft
72692,74318,1,42.94,-78.907,Theft of Vehicle
72694,74320,1,42.954,-78.859,Breaking & Entering
72697,74323,1,42.927,-78.89,Theft
72698,74324,1,42.919,-78.887,Theft
72701,74327,1,42.955,-78.877,Theft
72703,74329,1,42.954,-78.905,Assault
72716,74342,1,42.924,-78.898,Theft
72721,74347,1,42.924,-78.884,Theft
72734,74360,1,42.948,-78.875,Theft
72752,74379,1,42.94,-78.868,Theft
72761,74388,1,42.945,-78.863,Theft
72766,74393,1,42.954,-78.878,Theft
72770,74397,1,42.954,-78.889,Theft
72771,74398,1,42.952,-78.877,Theft
72782,74409,1,42.945,-78.87,Theft
72787,74414,1,42.952,-78.877,Theft
72788,74415,1,42.921,-78.888,Breaking & Entering
72794,74421,1,42.94,-78.87,Theft
72799,74426,1,42.953,-78.879,Theft
72801,74428,1,42.954,-78.878,Theft
72802,74429,1,42.921,-78.891,Theft
72803,74430,1,42.961,-78.905,Breaking & Entering
72805,74432,1,42.952,-78.899,Assault
72806,74433,1,42.938,-78.877,Theft
72813,74440,1,42.925,-78.891,Breaking & Entering
72818,74445,1,42.951,-78.864,Breaking & Entering
72834,74461,1,42.959,-78.895,Theft of Vehicle
72845,74472,1,42.928,-78.888,Breaking & Entering
72850,74477,1,42.946,-78.908,Robbery
72859,74487,1,42.955,-78.901,Assault
72860,74488,1,42.918,-78.893,Robbery
72865,74494,1,42.948,-78.852,Theft of Vehicle
72868,74497,1,42.951,-78.865,Breaking & Entering
72874,74503,1,42.918,-78.895,Theft
72875,74504,1,42.925,-78.888,Assault
72879,74508,1,42.963,-78.899,Theft
72881,74510,1,42.955,-78.904,Theft
72883,74512,1,42.921,-78.886,Breaking & Entering
72887,74516,1,42.957,-78.906,Theft
72891,74520,1,42.919,-78.892,Breaking & Entering
72898,74527,1,42.961,-78.901,Theft
72901,74530,1,42.951,-78.902,Breaking & Entering
72902,74531,1,42.932,-78.877,Theft
72906,74535,1,42.927,-78.877,Theft
72907,74536,1,42.946,-78.88,Theft
72908,74537,1,42.945,-78.886,Breaking & Entering
72911,74540,1,42.948,-78.9,Theft
72914,74543,1,42.92,-78.89,Robbery
72948,74577,1,42.945,-78.87,Theft
72951,74580,1,42.941,-78.887,Theft
72954,74583,1,42.948,-78.869,Theft
72960,74589,1,42.922,-78.877,Theft
72974,74603,1,42.927,-78.877,Assault
72977,74606,1,42.944,-78.901,Theft
72986,74615,1,42.928,-78.89,Theft
72988,74617,1,42.959,-78.902,Theft
72991,74620,1,42.924,-78.89,Assault
72992,74621,1,42.955,-78.898,Breaking & Entering
73016,74645,1,42.95,-78.868,Assault
73030,74660,1,42.927,-78.882,Breaking & Entering
73034,74664,1,42.944,-78.868,Theft
73037,74667,1,42.959,-78.895,Theft
73038,74668,1,42.948,-78.871,Theft
73048,74678,1,42.919,-78.893,Breaking & Entering
73054,74684,1,42.949,-78.907,Theft
73057,74688,1,42.958,-78.903,Theft
73064,74695,1,42.924,-78.897,Assault
73065,74696,1,42.92,-78.89,Breaking & Entering
73077,74708,1,42.948,-78.871,Theft
73079,74710,1,42.93,-78.888,Theft of Vehicle
73089,74720,1,42.927,-78.89,Assault
73092,74723,1,42.957,-78.859,Theft
73093,74724,1,42.92,-78.889,Assault
73094,74725,1,42.918,-78.891,Robbery
73104,74735,1,42.941,-78.899,Robbery
73106,74737,1,42.925,-78.868,Theft
73110,74741,1,42.936,-78.878,Breaking & Entering
73113,74744,1,42.943,-78.882,Theft of Vehicle
73115,74746,1,42.955,-78.874,Theft
73117,74748,1,42.952,-78.902,Theft
73125,74756,1,42.948,-78.869,Theft
73131,74762,1,42.948,-78.868,Theft
73132,74763,1,42.924,-78.89,Theft
73135,74766,1,42.95,-78.868,Breaking & Entering
73143,74774,1,42.938,-78.901,Theft
73150,74781,1,42.941,-78.903,Breaking & Entering
73154,74785,1,42.952,-78.903,Theft
73158,74789,1,42.959,-78.904,Theft of Vehicle
73163,74794,1,42.953,-78.902,Breaking & Entering
73164,74795,1,42.925,-78.895,Theft
73173,74804,1,42.951,-78.864,Theft
73175,74806,1,42.928,-78.884,Assault
73177,74808,1,42.956,-78.863,Breaking & Entering
73183,74815,1,42.952,-78.869,Theft
73186,74818,1,42.925,-78.888,Theft
73187,74819,1,42.957,-78.869,Theft
73192,74824,1,42.925,-78.881,Theft
73195,74827,1,42.961,-78.905,Theft
73201,74833,1,42.954,-78.879,Theft
73216,74848,1,42.946,-78.888,Breaking & Entering
73222,74854,1,42.924,-78.878,Theft
73230,74862,1,42.947,-78.894,Assault
73235,74867,1,42.957,-78.866,Theft
73244,74876,1,42.927,-78.893,Breaking & Entering
73250,74882,1,42.955,-78.879,Theft
73260,74892,1,42.948,-78.859,Assault
73265,74897,1,42.954,-78.863,Theft
73271,74903,1,42.922,-78.887,Theft
73272,74904,1,42.942,-78.868,Theft
73275,74907,1,42.955,-78.898,Theft
73276,74908,1,42.948,-78.861,Breaking & Entering
73279,74911,1,42.922,-78.893,Theft
73286,74918,1,42.942,-78.887,Breaking & Entering
73290,74922,1,42.937,-78.903,Theft
73293,74925,1,42.932,-78.892,Theft
73295,74927,1,42.938,-78.901,Assault
73297,74929,1,42.953,-78.909,Breaking & Entering
73328,74960,1,42.938,-78.877,Breaking & Entering
73329,74961,1,42.941,-78.9,Theft
73331,74963,1,42.928,-78.896,Breaking & Entering
73332,74964,1,42.951,-78.885,Theft
73337,74969,1,42.941,-78.878,Theft
73352,74984,1,42.953,-78.907,Assault
73358,74991,1,42.925,-78.88,Theft
73362,74995,1,42.946,-78.886,Breaking & Entering
73365,74998,1,42.958,-78.896,Robbery
73371,75004,1,42.927,-78.89,Theft
73375,75008,1,42.917,-78.898,Assault
73381,75015,1,42.96,-78.906,Assault
73385,75019,1,42.924,-78.888,Theft of Vehicle
73395,75029,1,42.957,-78.901,Theft
73410,75044,1,42.946,-78.869,Theft of Vehicle
73422,75057,1,42.948,-78.853,Assault
73423,75058,1,42.949,-78.877,Theft
73426,75061,1,42.919,-78.893,Assault
73439,75075,1,42.923,-78.881,Theft
73443,75079,1,42.956,-78.858,Theft
73444,75080,1,42.928,-78.878,Theft
73454,75090,1,42.95,-78.89,Assault
73463,75099,1,42.95,-78.886,Theft
73464,75100,1,42.924,-78.889,Breaking & Entering
73466,75102,1,42.948,-78.878,Robbery
73470,75106,1,42.926,-78.898,Robbery
73476,75112,1,42.945,-78.904,Theft
73478,75114,1,42.937,-78.9,Assault
73479,75115,1,42.945,-78.864,Assault
73484,75120,1,42.922,-78.891,Assault
73486,75122,1,42.957,-78.888,Theft of Vehicle
73492,75128,1,42.953,-78.869,Breaking & Entering
73497,75134,1,42.957,-78.907,Breaking & Entering
73509,75146,1,42.955,-78.905,Assault
73519,75156,1,42.921,-78.88,Theft
73521,75158,1,42.942,-78.887,Breaking & Entering
73524,75161,1,42.917,-78.896,Theft
73531,75169,1,42.939,-78.887,Theft of Vehicle
73533,75171,1,42.927,-78.896,Assault
73539,75177,1,42.925,-78.896,Breaking & Entering
73542,75181,1,42.944,-78.903,Theft
73544,75183,1,42.942,-78.892,Theft
73548,75187,1,42.961,-78.899,Breaking & Entering
73551,75190,1,42.95,-78.886,Theft
73552,75191,1,42.951,-78.89,Theft
73557,75196,1,42.951,-78.905,Robbery
73565,75204,1,42.953,-78.87,Other Sexual Offense
73576,75215,1,42.958,-78.887,Theft of Vehicle
73577,75216,1,42.935,-78.901,Breaking & Entering
73589,75228,1,42.949,-78.877,Robbery
73595,75234,1,42.959,-78.894,Theft
73599,75238,1,42.939,-78.862,Theft
73605,75244,1,42.942,-78.888,Theft
73608,75247,1,42.946,-78.867,Theft
73613,75252,1,42.938,-78.892,Theft
73623,75262,1,42.955,-78.874,Theft
73624,75263,1,42.957,-78.878,Theft
73625,75264,1,42.954,-78.879,Theft
73633,75272,1,42.955,-78.874,Theft
73635,75274,1,42.957,-78.869,Assault
73646,75285,1,42.926,-78.878,Breaking & Entering
73654,75293,1,42.941,-78.879,Theft
73656,75295,1,42.963,-78.9,Theft
73662,75301,1,42.941,-78.884,Theft of Vehicle
73667,75306,1,42.925,-78.886,Breaking & Entering
73669,75308,1,42.931,-78.89,Theft
73673,75312,1,42.947,-78.903,Robbery
73675,75314,1,42.943,-78.9,Theft
73682,75321,1,42.95,-78.882,Theft
73683,75322,1,42.927,-78.892,Theft
73697,75336,1,42.927,-78.881,Breaking & Entering
73706,75345,1,42.948,-78.884,Theft
73708,75347,1,42.919,-78.899,Theft
73711,75350,1,42.932,-78.877,Assault
73712,75351,1,42.929,-78.89,Theft
73713,75352,1,42.944,-78.867,Assault
73724,75363,1,42.954,-78.865,Breaking & Entering
73733,75372,1,42.955,-78.874,Theft
73741,75380,1,42.926,-78.877,Theft
73745,75384,1,42.923,-78.877,Theft
73746,75385,1,42.941,-78.894,Theft
73747,75386,1,42.955,-78.896,Theft of Vehicle
73748,75387,1,42.963,-78.9,Theft
73749,75388,1,42.958,-78.886,Theft
73751,75390,1,42.937,-78.879,Assault
73758,75397,1,42.955,-78.874,Theft
73760,75399,1,42.937,-78.892,Theft
73773,75412,1,42.941,-78.872,Theft
73776,75415,1,42.919,-78.895,Assault
73788,75427,1,42.941,-78.864,Theft
73794,75433,1,42.954,-78.878,Theft
73801,75440,1,42.951,-78.904,Theft
